net,length_um
_01605_,108.05
_03873_,107.8
_05515_,107.8
_07882_,107.78
_06314_,107.73
_06258_,107.68
_11707_,107.52
clknet_leaf_24_clk,107.36
_02501_,107.29
_12157_,107.25
_04681_,106.64
_04194_,106.62
_00601_,106.365
_09473_,106.28
_06705_,106
_08523_,105.8
_08083_,105.74
_09431_,105.73
pe_row\[3\].pe_col\[1\].pe_inst.a_out\[4\],105.66
_10205_,105.45
_00607_,105.445
_03923_,105.38
pe_row\[0\].pe_col\[2\].pe_inst.b_out\[0\],105.36
_07073_,105.16
_05551_,105.1
_04838_,105.08
_13164_,105.02
_07222_,105
pe_row\[0\].pe_col\[0\].pe_inst.b_out\[1\],104.82
_09477_,104.795
_07041_,104.46
_00913_,104.24
_10214_,104.1
_12901_,104.08
_05504_,104.06
_12499_,104.01
_06490_,103.92
_02557_,103.56
_11851_,103.54
_11090_,103.51
_01725_,103.345
_07067_,103.24
_06347_,103.12
_00822_,102.86
_01576_,102.79
_13175_,102.74
clknet_leaf_25_clk,102.675
_09402_,102.545
_01119_,102.44
_13216_,102.425
_11048_,102.33
_05616_,102.27
_10223_,102.225
_09574_,102.07
_01669_,102
net11,102
_02347_,101.74
_04693_,101.72
_05416_,101.53
pe_row\[1\].pe_col\[0\].pe_inst.a_in\[3\],101.53
_06968_,101.49
pe_row\[0\].pe_col\[2\].pe_inst.b_out\[2\],101.48
_09312_,101.28
_03163_,101.26
_01165_,101.24
_07910_,101.07
clknet_leaf_20_clk,101.06
pe_row\[0\].pe_col\[1\].pe_inst.b_out\[0\],101.04
_01013_,101
_09651_,100.93
_06965_,100.86
pe_row\[0\].pe_col\[1\].pe_inst.a_out\[1\],100.8
_09418_,100.58
_13159_,100.47
_07047_,100.46
_10936_,100.25
pe_row\[0\].pe_col\[1\].pe_inst.b_in\[0\],100.22
_11840_,100.195
pe_row\[0\].pe_col\[0\].pe_inst.a_out\[7\],100.195
pe_row\[0\].pe_col\[3\].pe_inst.b_in\[6\],100.16
_10222_,100.02
pe_row\[3\].pe_col\[0\].pe_inst.a_out\[0\],99.93
clknet_leaf_34_clk,99.9
_09660_,99.73
pe_row\[3\].pe_col\[1\].pe_inst.a_out\[7\],99.62
_09334_,99.56
_09505_,99.56
clknet_leaf_37_clk,99.36
pe_row\[0\].pe_col\[0\].pe_inst.a_out\[3\],99.28
_10937_,99.26
clknet_leaf_58_clk,99.26
_01464_,98.9
_08997_,98.82
_13241_,98.68
_02367_,98.645
_03465_,98.5
_05250_,98.4
pe_row\[2\].pe_col\[3\].pe_inst.b_out\[1\],98.355
_06243_,98.28
_01772_,98.25
_12442_,98.05
_06424_,98.04
_09474_,97.98
_07042_,97.91
_02351_,97.62
_05566_,97.55
pe_row\[2\].pe_col\[1\].pe_inst.a_out\[6\],97.54
_05373_,97.29
_00606_,97.165
_07911_,97.14
_03880_,97.12
_10211_,97.11
_01011_,97.08
pe_row\[1\].pe_col\[0\].pe_inst.b_out\[0\],97.04
pe_row\[2\].pe_col\[1\].pe_inst.b_out\[4\],96.82
_03122_,96.655
_07111_,96.61
_12078_,96.56
_02337_,96.55
clknet_leaf_54_clk,96.46
_02505_,96.435
_11242_,96.36
_11990_,96.36
_07359_,96.32
_12434_,96.28
_03767_,96.275
_06301_,96.23
_11015_,96.23
_05474_,96.22
clknet_leaf_56_clk,96.18
_07863_,96.155
pe_row\[0\].pe_col\[3\].pe_inst.b_in\[1\],96.135
_11149_,95.96
pe_row\[2\].pe_col\[2\].pe_inst.b_out\[3\],95.93
_09571_,95.88
_03884_,95.79
_06276_,95.71
_05371_,95.7
_10178_,95.68
_10943_,95.56
_07926_,95.52
clknet_leaf_5_clk,95.5
_10269_,95.46
_12377_,95.43
_05409_,95.27
_05629_,95.18
_02445_,95.16
_04142_,95.105
_10167_,95.1
_10926_,94.9
_10927_,94.88
pe_row\[2\].pe_col\[2\].pe_inst.b_out\[1\],94.845
pe_row\[1\].pe_col\[0\].pe_inst.a_in\[0\],94.82
_09373_,94.7
_03130_,94.59
_05475_,94.5
pe_row\[0\].pe_col\[1\].pe_inst.b_in\[7\],94.46
_08591_,94.45
pe_row\[0\].pe_col\[1\].pe_inst.a_out\[4\],94.3
clknet_leaf_88_clk,94.28
_12469_,94.24
_04024_,94.2
_07927_,94.1
_10172_,94.03
pe_row\[2\].pe_col\[0\].pe_inst.b_out\[5\],93.92
_12899_,93.88
_03382_,93.83
_07983_,93.825
pe_row\[2\].pe_col\[0\].pe_inst.b_out\[1\],93.82
pe_row\[1\].pe_col\[1\].pe_inst.b_out\[5\],93.78
_11005_,93.725
clknet_leaf_101_clk,93.64
_03386_,93.58
clknet_leaf_32_clk,93.54
_04557_,93.52
_08697_,93.52
_05911_,93.47
clknet_leaf_107_clk,93.3
_03355_,93.245
_03045_,93.2
_08620_,93.19
_08590_,93.14
_11714_,93.055
_06650_,92.94
_09413_,92.9
_06250_,92.815
pe_row\[2\].pe_col\[2\].pe_inst.b_out\[2\],92.75
_09277_,92.725
pe_row\[0\].pe_col\[2\].pe_inst.a_out\[5\],92.64
_01220_,92.62
_07798_,92.6
_11713_,92.6
_12093_,92.58
_06422_,92.56
_02372_,92.495
pe_row\[1\].pe_col\[0\].pe_inst.a_out\[6\],92.47
_04970_,92.45
_04669_,92.42
_02408_,92.4
_07997_,92.39
pe_row\[2\].pe_col\[1\].pe_inst.b_out\[6\],92.38
_11718_,92.32
_11004_,92.31
clknet_leaf_79_clk,92.22
_11037_,92.1
_10941_,92.09
_02296_,92.06
_03186_,92.04
_11008_,91.78
_08919_,91.66
_02413_,91.64
_10232_,91.58
_10183_,91.52
_03166_,91.43
_02558_,91.4
_07357_,91.26
_11686_,91.24
_02537_,91.18
_13249_,91.18
_06220_,91.07
_13224_,91.04
_07167_,90.87
_07079_,90.84
_02361_,90.65
_07054_,90.62
pe_row\[0\].pe_col\[2\].pe_inst.a_out\[6\],90.62
_07881_,90.59
_00552_,90.585
_02387_,90.47
_07890_,90.36
_02326_,90.355
_03272_,90.34
_11943_,90.28
_03126_,90.22
_07182_,90.02
_07586_,89.9
_08987_,89.84
_12720_,89.74
_05471_,89.7
_12855_,89.66
pe_row\[0\].pe_col\[2\].pe_inst.a_out\[7\],89.64
_00537_,89.56
_07064_,89.56
_13171_,89.54
_06249_,89.46
_12427_,89.46
pe_row\[0\].pe_col\[0\].pe_inst.b_out\[3\],89.46
pe_row\[2\].pe_col\[0\].pe_inst.b_out\[6\],89.39
_09442_,89.29
_10861_,89.27
_01177_,89.22
_07839_,89.22
_10862_,89.14
_11692_,89
_07053_,88.99
clknet_leaf_85_clk,88.98
_11163_,88.97
_09394_,88.95
_07741_,88.82
pe_row\[1\].pe_col\[0\].pe_inst.a_in\[2\],88.82
_11813_,88.8
pe_row\[0\].pe_col\[2\].pe_inst.b_in\[0\],88.76
_10201_,88.58
pe_row\[2\].pe_col\[1\].pe_inst.b_out\[2\],88.4
_01859_,88.36
_03218_,88.34
_09521_,88.24
_02399_,88.09
pe_row\[1\].pe_col\[1\].pe_inst.a_out\[1\],88.06
_05385_,88.04
_07416_,87.925
_12111_,87.905
_02677_,87.88
_10550_,87.86
_10501_,87.84
_04932_,87.78
_07776_,87.76
clknet_leaf_87_clk,87.7
_03148_,87.66
_05423_,87.55
net348,87.48
_06337_,87.42
_10235_,87.42
_06851_,87.36
_06315_,87.32
_02663_,87.26
_04837_,87.24
_08602_,87.24
_04646_,87.035
_04026_,86.87
_02525_,86.79
_11722_,86.79
_02688_,86.76
clknet_leaf_102_clk,86.74
_12480_,86.7
_06603_,86.62
_05220_,86.52
_03285_,86.5
_13168_,86.44
_12540_,86.42
_02383_,86.3
_12468_,86.27
_05726_,86.215
_01797_,86.21
_08791_,86.2
pe_row\[0\].pe_col\[1\].pe_inst.b_in\[6\],86.12
pe_row\[0\].pe_col\[1\].pe_inst.b_out\[6\],86.12
_02444_,86.05
_11634_,86.04
_02441_,85.99
pe_row\[2\].pe_col\[3\].pe_inst.b_out\[7\],85.98
_06291_,85.82
clknet_leaf_78_clk,85.76
_02504_,85.75
clknet_leaf_128_clk,85.73
pe_row\[0\].pe_col\[2\].pe_inst.b_out\[7\],85.62
_03814_,85.54
_10303_,85.5
_03538_,85.44
_03798_,85.37
pe_row\[0\].pe_col\[3\].pe_inst.b_in\[2\],85.365
_02299_,85.22
_13000_,85.14
_07915_,85.1
_10438_,85.09
_03223_,85.03
_03127_,84.975
_03473_,84.88
_03893_,84.88
_01532_,84.8
pe_row\[2\].pe_col\[2\].pe_inst.a_out\[2\],84.74
_04522_,84.68
_02023_,84.56
_02563_,84.5
_10208_,84.49
_12874_,84.47
_05372_,84.325
_00915_,84.19
_07858_,84.14
_11321_,84.06
_11165_,83.84
_04640_,83.82
_02382_,83.815
_10997_,83.74
clknet_leaf_31_clk,83.73
_04152_,83.7
_12551_,83.68
_10998_,83.66
_03141_,83.62
_01879_,83.6
_07999_,83.6
_11094_,83.59
_13223_,83.44
pe_row\[0\].pe_col\[3\].pe_inst.b_out\[4\],83.43
_10308_,83.36
_04862_,83.32
pe_row\[2\].pe_col\[1\].pe_inst.a_out\[7\],83.3
_05509_,83.26
_01671_,83.25
_12867_,83.22
_09408_,83.19
_00870_,83.16
_08725_,83.14
_03536_,83.02
_03819_,83.01
_09530_,82.98
_06298_,82.94
_06260_,82.92
_05456_,82.88
_03184_,82.81
clknet_leaf_15_clk,82.72
_03131_,82.68
_09677_,82.66
_08694_,82.6
_05623_,82.56
_10494_,82.515
clknet_leaf_1_clk,82.5
_05617_,82.49
_03042_,82.46
_06817_,82.45
_13189_,82.44
_02315_,82.42
_08080_,82.38
_00937_,82.32
_04149_,82.3
_05635_,82.28
_03033_,82.14
_07813_,82.11
_07937_,82.08
_00848_,82.06
pe_row\[1\].pe_col\[2\].pe_inst.b_out\[0\],82.04
_07183_,82
_05828_,81.98
pe_row\[2\].pe_col\[1\].pe_inst.a_out\[0\],81.96
_03344_,81.9
_04937_,81.86
_07789_,81.78
clknet_leaf_83_clk,81.7
_00897_,81.68
_03270_,81.68
_01395_,81.65
_08069_,81.6
_08692_,81.575
_03388_,81.54
_11697_,81.54
_07070_,81.48
pe_row\[2\].pe_col\[1\].pe_inst.b_out\[3\],81.48
_05431_,81.4
_10110_,81.4
_09559_,81.25
clknet_leaf_99_clk,81.25
pe_row\[1\].pe_col\[2\].pe_inst.a_out\[6\],81.12
_09444_,81.04
_12220_,81.04
_01401_,81.03
clknet_leaf_17_clk,81.005
pe_row\[2\].pe_col\[0\].pe_inst.b_out\[4\],80.98
_10199_,80.92
_09318_,80.88
pe_row\[2\].pe_col\[0\].pe_inst.a_out\[5\],80.86
_05921_,80.84
_06850_,80.84
_08682_,80.84
_06334_,80.82
_09332_,80.77
_01590_,80.74
_10144_,80.74
_03896_,80.73
_03738_,80.63
clknet_leaf_28_clk,80.595
_02321_,80.55
_07344_,80.52
pe_row\[0\].pe_col\[2\].pe_inst.b_out\[6\],80.52
_05963_,80.32
pe_row\[2\].pe_col\[3\].pe_inst.b_out\[0\],80.32
_08023_,80.26
_12450_,80.18
_13218_,80.18
_13085_,80.16
_10403_,80.035
_12599_,80.01
_02638_,80
pe_row\[0\].pe_col\[2\].pe_inst.a_out\[2\],80
_01277_,79.935
_10372_,79.86
pe_row\[2\].pe_col\[0\].pe_inst.a_out\[0\],79.8
net954,79.8
_11616_,79.76
_01849_,79.72
_12954_,79.72
net246,79.72
clknet_leaf_94_clk,79.72
_10196_,79.66
_02317_,79.57
_01646_,79.46
_09427_,79.46
_07816_,79.44
_04538_,79.42
_03786_,79.38
clknet_leaf_55_clk,79.38
_13170_,79.36
_03136_,79.34
_02303_,79.32
_08619_,79.28
clknet_leaf_52_clk,79.185
_02490_,79.16
_05459_,79.14
clknet_leaf_115_clk,79.14
_12999_,79.13
pe_row\[2\].pe_col\[1\].pe_inst.a_out\[2\],79.09
_04907_,79.055
_04040_,79.02
_02414_,79.01
_04714_,79.01
clknet_leaf_109_clk,78.94
clknet_leaf_23_clk,78.88
_12959_,78.835
_06769_,78.82
clknet_leaf_49_clk,78.765
skew_ctrl.a_sr\[6\]\[0\],78.7
pe_row\[2\].pe_col\[1\].pe_inst.b_out\[1\],78.68
_07708_,78.64
pe_row\[2\].pe_col\[3\].pe_inst.b_out\[4\],78.64
clknet_leaf_130_clk,78.6
_03917_,78.58
_04702_,78.44
_00042_,78.425
_02406_,78.32
_03187_,78.3
_10502_,78.29
pe_row\[2\].pe_col\[0\].pe_inst.b_out\[3\],78.28
_07356_,78.215
_07129_,78.18
_10948_,78.15
_02438_,78.14
_06272_,78.13
_05731_,78.115
_11921_,78.03
_05313_,78.02
clknet_leaf_86_clk,77.96
_00699_,77.935
_11357_,77.92
_11258_,77.84
_07108_,77.74
pe_row\[2\].pe_col\[0\].pe_inst.b_out\[0\],77.74
_03181_,77.7
_01633_,77.68
_08532_,77.64
_08093_,77.62
_09437_,77.59
_01581_,77.58
_00927_,77.54
_07802_,77.5
_00922_,77.4
_03392_,77.37
_11685_,77.33
_02250_,77.31
_11324_,77.3
_04906_,77.27
_04564_,77.25
_01002_,77.23
_02357_,77.17
_08928_,77.17
_07217_,77.16
_06871_,77.14
_09450_,77.1
_03151_,77.06
_07735_,77.04
_09331_,77.04
_04207_,77.02
clknet_leaf_13_clk,76.94
_03883_,76.88
_04864_,76.88
_09734_,76.88
_04672_,76.84
_04850_,76.8
_01642_,76.78
_08724_,76.68
_10949_,76.64
_10115_,76.62
_07092_,76.52
_12747_,76.495
clknet_leaf_75_clk,76.46
_03323_,76.43
pe_row\[3\].pe_col\[2\].pe_inst.a_out\[5\],76.4
pe_row\[2\].pe_col\[2\].pe_inst.b_out\[4\],76.38
_04038_,76.34
clknet_leaf_113_clk,76.3
_06265_,76.28
_03785_,76.24
_01582_,76.22
_04942_,76.18
_07725_,76.075
pe_row\[1\].pe_col\[2\].pe_inst.a_out\[1\],76.06
_03472_,76.02
_05850_,76.02
_04995_,75.98
_10590_,75.94
_07446_,75.82
_04943_,75.78
_07087_,75.77
_13036_,75.74
_03766_,75.67
_10560_,75.52
_04713_,75.515
_08625_,75.5
_05309_,75.49
_04761_,75.43
_07507_,75.39
_03044_,75.365
_03310_,75.26
_01584_,75.23
_09536_,75.22
_01015_,75.2
_05039_,75.16
_07842_,75.06
_12857_,75.04
_00659_,74.98
_13096_,74.96
_08017_,74.92
_10965_,74.905
_01109_,74.84
_03815_,74.8
_05470_,74.78
_03053_,74.77
_10512_,74.77
_06570_,74.745
_12194_,74.74
_09729_,74.68
_03394_,74.52
_13154_,74.52
_05461_,74.43
_10596_,74.34
_07985_,74.32
_07373_,74.29
_07451_,74.29
_02454_,74.285
pe_row\[1\].pe_col\[2\].pe_inst.a_out\[0\],74.25
clknet_leaf_26_clk,74.24
_08650_,74.2
_03813_,74.18
_01553_,74.16
_00923_,74.04
_03167_,74.04
_02652_,73.98
_06248_,73.91
_05961_,73.875
_07218_,73.85
clknet_leaf_82_clk,73.81
_04866_,73.78
_09762_,73.77
_06372_,73.76
_09317_,73.7
_02416_,73.68
_13197_,73.68
_08990_,73.67
_12158_,73.615
_02436_,73.57
net13,73.56
_03284_,73.55
net38,73.52
clknet_leaf_64_clk,73.5
_03026_,73.48
_11011_,73.48
_06387_,73.45
_08244_,73.375
_10127_,73.36
_09513_,73.29
_01672_,73.28
_12507_,73.24
_10589_,73.22
_12776_,73.16
_03129_,73.15
_11738_,73.14
_00605_,73.125
pe_row\[1\].pe_col\[3\].pe_inst.b_out\[3\],73.11
_08370_,73.1
_06286_,73.08
_11737_,73.005
_05634_,72.96
_03160_,72.94
_02430_,72.905
_08646_,72.9
_10728_,72.9
_04190_,72.86
_06711_,72.81
_12215_,72.8
clknet_leaf_129_clk,72.8
_01583_,72.64
clknet_leaf_62_clk,72.64
_07454_,72.63
pe_row\[0\].pe_col\[2\].pe_inst.a_out\[1\],72.6
_02320_,72.565
_02020_,72.48
_10230_,72.48
_12539_,72.395
_10218_,72.36
_07583_,72.34
_08114_,72.31
_01666_,72.26
_09563_,72.26
_05429_,72.255
_01040_,72.12
_02529_,72.1
_03161_,72.1
_08148_,71.995
_13146_,71.97
_09675_,71.96
pe_row\[1\].pe_col\[1\].pe_inst.a_out\[5\],71.94
_05835_,71.92
_00977_,71.88
_13181_,71.88
_04143_,71.84
_07874_,71.84
pe_row\[1\].pe_col\[2\].pe_inst.a_out\[7\],71.84
_13038_,71.74
_06432_,71.725
_01638_,71.71
_02247_,71.585
pe_row\[2\].pe_col\[2\].pe_inst.a_out\[0\],71.55
_02651_,71.53
_03366_,71.5
_06731_,71.5
_09827_,71.48
_12459_,71.42
_01711_,71.38
_12445_,71.35
_09298_,71.32
_01585_,71.315
clknet_leaf_100_clk,71.3
_03121_,71.28
_02455_,71.26
_04043_,71.22
_04834_,71.18
_04562_,71.12
pe_row\[0\].pe_col\[2\].pe_inst.b_in\[5\],71.07
_07078_,71.04
_08598_,71.04
_04290_,70.98
_04781_,70.98
_08729_,70.92
_06867_,70.9
_08189_,70.895
_09508_,70.89
_06971_,70.85
clknet_leaf_77_clk,70.82
_08755_,70.78
_07808_,70.76
_08183_,70.76
_12745_,70.71
_03117_,70.7
clknet_leaf_4_clk,70.64
pe_row\[1\].pe_col\[2\].pe_inst.b_out\[3\],70.62
_10947_,70.595
_13196_,70.585
pe_row\[1\].pe_col\[0\].pe_inst.a_out\[5\],70.56
_01596_,70.55
_09400_,70.55
_04022_,70.53
_04628_,70.52
_02456_,70.44
_07207_,70.42
_12425_,70.35
_09407_,70.325
_04851_,70.3
_08728_,70.2
_06935_,70.08
_03946_,70.06
_12886_,70.04
_12134_,70
_01541_,69.92
_07228_,69.855
_01035_,69.84
_01860_,69.84
net126,69.82
_05969_,69.76
_00657_,69.74
_04637_,69.74
_10723_,69.74
_01856_,69.7
_03306_,69.7
_10870_,69.645
_10268_,69.64
_11346_,69.64
_11766_,69.56
pe_row\[0\].pe_col\[3\].pe_inst.b_out\[7\],69.45
pe_row\[2\].pe_col\[3\].pe_inst.b_out\[2\],69.45
_06283_,69.39
clknet_leaf_46_clk,69.38
_06436_,69.32
_06510_,69.32
_10206_,69.32
_00604_,69.265
clknet_leaf_57_clk,69.22
pe_row\[1\].pe_col\[3\].pe_inst.b_out\[7\],69.14
pe_row\[2\].pe_col\[3\].pe_inst.b_out\[3\],69.14
_02439_,69.11
_01325_,69.1
_11924_,69.1
pe_row\[2\].pe_col\[0\].pe_inst.a_in\[7\],69.1
clknet_leaf_21_clk,69.08
_08118_,69.06
pe_row\[2\].pe_col\[3\].pe_inst.b_out\[6\],69.02
_08743_,68.95
_09053_,68.94
_03318_,68.92
_07205_,68.88
_01128_,68.86
_02334_,68.82
_02332_,68.79
_02407_,68.78
_06308_,68.78
_08740_,68.775
clknet_leaf_90_clk,68.74
_03054_,68.725
_01612_,68.72
_10587_,68.68
_11150_,68.68
_07110_,68.6
_07449_,68.6
_09503_,68.51
_04135_,68.5
_10883_,68.44
_01680_,68.34
_03723_,68.34
_03432_,68.3
_01629_,68.27
clknet_leaf_80_clk,68.24
_04563_,68.22
_08741_,68.22
_01313_,68.18
_05584_,68.135
_05303_,68.1
_01592_,68.06
_09076_,68.06
_00264_,68.045
_05763_,67.94
_03338_,67.92
_04868_,67.92
_01777_,67.86
_02077_,67.82
_09395_,67.79
_07729_,67.78
_10940_,67.68
_11629_,67.68
_11703_,67.68
_04904_,67.66
_10558_,67.66
_05425_,67.62
_06585_,67.6
clknet_leaf_65_clk,67.6
_01238_,67.58
clknet_leaf_6_clk,67.48
_08537_,67.46
_05567_,67.45
_07909_,67.45
_10221_,67.44
clknet_leaf_8_clk,67.44
_01473_,67.4
_01762_,67.4
_12426_,67.38
_12439_,67.38
_13225_,67.36
_11415_,67.3
clknet_leaf_50_clk,67.295
pe_row\[0\].pe_col\[0\].pe_inst.b_out\[2\],67.28
_07832_,67.26
_02842_,67.24
_06383_,67.18
pe_row\[0\].pe_col\[1\].pe_inst.b_out\[3\],67.14
_01147_,67.06
_05035_,66.98
pe_row\[0\].pe_col\[0\].pe_inst.a_out\[0\],66.98
clknet_leaf_92_clk,66.98
_06959_,66.86
_01552_,66.84
pe_row\[0\].pe_col\[2\].pe_inst.b_out\[5\],66.84
_02071_,66.82
_10338_,66.81
_02312_,66.8
clknet_leaf_84_clk,66.79
_06508_,66.755
_09372_,66.735
_01566_,66.72
clknet_leaf_108_clk,66.72
clknet_leaf_124_clk,66.71
clknet_leaf_41_clk,66.7
_05532_,66.66
_03726_,66.625
_08533_,66.54
_08161_,66.52
_10663_,66.5
_07378_,66.47
_12387_,66.455
_07797_,66.42
_08853_,66.34
_10920_,66.34
_00836_,66.31
_04312_,66.29
_03931_,66.27
pe_row\[2\].pe_col\[0\].pe_inst.a_in\[2\],66.26
_09560_,66.25
_06434_,66.24
_04610_,66.22
_03281_,66.2
_04636_,66.2
_04358_,66.16
_08792_,66.15
_00566_,66.065
_09080_,66.01
_01709_,65.98
_08649_,65.97
_08922_,65.9
_09293_,65.9
_02506_,65.87
_09648_,65.86
_06236_,65.84
clknet_leaf_47_clk,65.84
_07845_,65.82
_04232_,65.78
_10231_,65.78
_04359_,65.75
_07377_,65.7
_11909_,65.66
_07723_,65.63
_08391_,65.6
_11173_,65.54
_12482_,65.54
_05962_,65.525
_05806_,65.52
_08057_,65.5
_08538_,65.49
_08721_,65.45
_07806_,65.42
_11266_,65.42
net941,65.42
_09391_,65.37
_12139_,65.32
clknet_leaf_122_clk,65.27
_05854_,65.255
_07048_,65.24
_09377_,65.22
_03437_,65.2
_07034_,65.2
_01586_,65.18
_05918_,65.14
_13141_,65.14
_01828_,65.12
_04114_,65.09
_05477_,64.98
pe_row\[2\].pe_col\[1\].pe_inst.a_out\[5\],64.96
_02366_,64.91
_09540_,64.85
_08193_,64.8
_10962_,64.78
_06229_,64.7
_09227_,64.7
_05398_,64.66
_05565_,64.66
_05466_,64.65
pe_row\[3\].pe_col\[1\].pe_inst.a_out\[1\],64.48
_03234_,64.46
_04645_,64.38
_08525_,64.38
_08090_,64.37
_12930_,64.34
_09417_,64.335
_04130_,64.32
_04222_,64.3
_03947_,64.28
_06595_,64.22
_07984_,64.21
_05294_,64.2
_04680_,64.17
_02760_,64.14
_04642_,64.14
_09544_,64.14
_01921_,64.11
pe_row\[2\].pe_col\[0\].pe_inst.a_out\[4\],64.04
_01175_,64.02
_09457_,64.005
_08610_,64
_10349_,63.98
_12808_,63.96
_10279_,63.91
_12724_,63.89
_10612_,63.8
_04982_,63.795
_09938_,63.78
_09766_,63.76
_01599_,63.66
_11047_,63.64
_01216_,63.62
_05513_,63.62
_07154_,63.515
_12053_,63.48
_12858_,63.42
_01775_,63.4
_09888_,63.4
_11162_,63.4
_13198_,63.4
clknet_leaf_67_clk,63.38
_12455_,63.34
_02746_,63.32
_08030_,63.32
_08634_,63.32
_11842_,63.32
clknet_leaf_63_clk,63.28
_10236_,63.26
_11440_,63.2
_02356_,63.14
_11826_,63.13
clknet_leaf_48_clk,63.12
pe_row\[0\].pe_col\[1\].pe_inst.a_out\[2\],63.08
_02615_,63.06
_07171_,63.06
_11046_,63.03
_08654_,63.02
pe_row\[3\].pe_col\[2\].pe_inst.a_out\[1\],63
_11767_,62.98
_03871_,62.88
_13195_,62.86
_08585_,62.8
clknet_leaf_123_clk,62.74
_02275_,62.72
_04110_,62.715
_10584_,62.7
_08337_,62.68
_09287_,62.66
_08548_,62.64
_12105_,62.6
pe_row\[1\].pe_col\[2\].pe_inst.b_out\[4\],62.6
_11996_,62.58
_01108_,62.56
_03357_,62.54
_04107_,62.52
_01611_,62.5
_09710_,62.5
_04814_,62.48
_04972_,62.46
_10782_,62.46
_03909_,62.44
pe_row\[0\].pe_col\[3\].pe_inst.b_in\[7\],62.44
_02310_,62.36
_04443_,62.36
_07821_,62.32
_12947_,62.315
_08000_,62.31
_01572_,62.29
_05724_,62.26
_02729_,62.24
_01890_,62.2
_05386_,62.2
_07696_,62.14
_04129_,62.06
clknet_leaf_116_clk,62.06
clknet_leaf_43_clk,62.02
_04491_,61.99
_00932_,61.96
_08859_,61.96
_04492_,61.92
_12098_,61.92
_12149_,61.92
_08939_,61.9
_09230_,61.84
pe_row\[1\].pe_col\[2\].pe_inst.b_out\[5\],61.82
clknet_leaf_120_clk,61.78
_02649_,61.76
_11638_,61.76
_01872_,61.735
_07996_,61.73
_05862_,61.7
clknet_leaf_39_clk,61.7
_06486_,61.695
_10307_,61.68
_11351_,61.64
_07490_,61.62
_07836_,61.62
_03555_,61.61
_02402_,61.4
_06254_,61.4
_07049_,61.395
_03138_,61.38
_03400_,61.36
pe_row\[3\].pe_col\[0\].pe_inst.a_in\[7\],61.34
_00984_,61.3
_01276_,61.28
_07016_,61.25
_09666_,61.24
_10219_,61.1
_01411_,61.07
_02010_,61.06
_08116_,61.04
_04236_,61
_13192_,61
_05827_,60.96
_13173_,60.94
_00662_,60.84
_06657_,60.76
_11010_,60.76
_03908_,60.74
_06958_,60.69
_08778_,60.63
_09379_,60.63
_02294_,60.62
_01928_,60.6
_07803_,60.6
_08594_,60.595
_01125_,60.49
_00488_,60.465
_12502_,60.38
_01215_,60.3
_03561_,60.3
_04551_,60.28
_13158_,60.28
_02548_,60.27
_05383_,60.24
_10872_,60.22
_12385_,60.22
_06282_,60.2
_13086_,60.2
clknet_leaf_72_clk,60.19
_00900_,60.18
_02629_,60.18
_10966_,60.16
pe_row\[1\].pe_col\[0\].pe_inst.b_out\[4\],60.16
_07428_,60.12
_01052_,60.11
_12725_,60.02
clknet_leaf_12_clk,60.02
_08528_,60.01
_09458_,59.98
_10714_,59.98
_11916_,59.95
_01472_,59.94
_04643_,59.9
_06488_,59.86
_04561_,59.84
_09370_,59.82
_05381_,59.795
_07949_,59.78
_11061_,59.78
_12080_,59.76
_11872_,59.74
_06704_,59.71
_01847_,59.69
_11701_,59.68
_10657_,59.66
_03882_,59.645
_01577_,59.56
_05720_,59.54
_00041_,59.52
_09046_,59.48
_12048_,59.48
_05809_,59.4
_06970_,59.4
pe_row\[2\].pe_col\[0\].pe_inst.a_out\[6\],59.4
_10213_,59.38
_02271_,59.365
_01661_,59.36
_08058_,59.28
pe_row\[0\].pe_col\[2\].pe_inst.b_in\[4\],59.26
_01737_,59.24
clknet_leaf_69_clk,59.24
_05533_,59.22
_12100_,59.21
_10274_,59.14
_07277_,59.1
_09816_,59.08
_01043_,59.06
_01588_,59.06
_07223_,59.06
clknet_leaf_29_clk,59.06
_03439_,59.02
_10097_,58.97
_05472_,58.96
pe_row\[3\].pe_col\[0\].pe_inst.a_out\[3\],58.93
_09543_,58.88
_05312_,58.86
_10225_,58.86
_05992_,58.84
clknet_leaf_36_clk,58.835
_07127_,58.78
clknet_leaf_125_clk,58.78
_01687_,58.76
_01892_,58.74
_08616_,58.74
_06504_,58.73
_00661_,58.605
_05646_,58.6
_11012_,58.6
_01517_,58.595
_05480_,58.58
pe_row\[1\].pe_col\[2\].pe_inst.b_out\[2\],58.58
_06340_,58.56
_06384_,58.56
_10270_,58.55
_05751_,58.5
_01059_,58.48
_00825_,58.42
_10944_,58.42
_06498_,58.4
_01516_,58.395
_02423_,58.34
_06945_,58.27
_01256_,58.26
_07130_,58.25
clknet_leaf_98_clk,58.24
_01796_,58.23
_07118_,58.21
_02719_,58.14
_00978_,58.11
_10688_,58.08
_02336_,58.06
_04150_,58.04
_12163_,58.02
pe_row\[2\].pe_col\[1\].pe_inst.a_out\[3\],58
_09526_,57.935
_03603_,57.93
_01389_,57.9
_12537_,57.88
_13127_,57.865
clknet_leaf_18_clk,57.8
_10557_,57.74
_04574_,57.7
_10518_,57.7
_08787_,57.67
_04343_,57.66
_11381_,57.66
